MESA,INSCRITOS,ASISTENCIA,VOTOS VALIDOS,VOTOS BLANCOS ,VOTOS NULOS,VOTOS EMITIDOS,% VOTOS VALIDOS,% VOTOS BLANCOS ,% VOTOS NULOS,% VOTOS EMITIDOS,RECINTO,ZONA,DISTRITO,CIRCUNSCRIPCION,
4,81,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Jose,LLOJETA_BAJO,DISTRITO_18,8,
1,161,63,57,4,4,65,35.40%,2.48%,2.48%,40.37%,Col. Canada,VILLA_NUEVO_POTOSI,DISTRITO_24,8,
1,209,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Santa Rosa De Lima,OVEJUYO,DISTRITO_14,7,
2,188,72,69,1,3,73,36.70%,0.53%,1.60%,38.83%,Col. Canada,VILLA_NUEVO_POTOSI,DISTRITO_24,8,
1,151,63,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Superior de Formación de Maestros Simon Bolivar,IV_CENTENARIO,DISTRITO_8,6,
2,157,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Superior de Formación de Maestros Simon Bolivar,IV_CENTENARIO,DISTRITO_8,6,
2,202,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Santa Rosa De Lima,OVEJUYO,DISTRITO_14,7,
3,87,38,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Superior de Formación de Maestros Simon Bolivar,IV_CENTENARIO,DISTRITO_8,6,
3,213,62,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Santa Rosa De Lima,OVEJUYO,DISTRITO_14,7,
3,134,36,31,1,4,36,23.13%,0.75%,2.99%,26.87%,Col. Canada,VILLA_NUEVO_POTOSI,DISTRITO_24,8,
4,207,72,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Santa Rosa De Lima,OVEJUYO,DISTRITO_14,7,
1,150,69,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Alto Achumani,ACHUMANI_ALTO,DISTRITO_12,7,
2,145,36,49,5,5,59,33.79%,3.45%,3.45%,40.69%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
5,86,41,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Alto Achumani,ACHUMANI_ALTO,DISTRITO_12,7,
2,134,58,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Alto Achumani,ACHUMANI_ALTO,DISTRITO_12,7,
3,157,0,63,5,8,76,40.13%,3.18%,5.10%,48.41%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
3,121,53,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Alto Achumani,ACHUMANI_ALTO,DISTRITO_12,7,
1,174,0,70,2,7,79,40.23%,1.15%,4.02%,45.40%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
5,131,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Santa Rosa De Lima,OVEJUYO,DISTRITO_14,7,
4,150,59,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Alto Achumani,ACHUMANI_ALTO,DISTRITO_12,7,
4,148,65,51,4,10,65,34.46%,2.70%,6.76%,43.92%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
2,198,79,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Pablo Iturri,CHUQUIAGUILLO,DISTRITO_6,6,
1,142,57,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Mendez Arcos,SAN_PEDRO_ALTO,DISTRITO_21,8,
5,136,0,53,7,11,71,38.97%,5.15%,8.09%,52.21%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
6,70,27,26,0,1,27,37.14%,0.00%,1.43%,38.57%,Colegio San Luis,SOPOCACHI_ALTO,DISTRITO_21,8,
3,215,87,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Pablo Iturri,CHUQUIAGUILLO,DISTRITO_6,6,
2,163,64,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Mendez Arcos,SAN_PEDRO_ALTO,DISTRITO_21,8,
1,217,60,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Pablo Iturri,CHUQUIAGUILLO,DISTRITO_6,6,
3,149,53,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Mendez Arcos,SAN_PEDRO_ALTO,DISTRITO_21,8,
4,194,74,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Pablo Iturri,CHUQUIAGUILLO,DISTRITO_6,6,
5,141,54,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Pablo Iturri,CHUQUIAGUILLO,DISTRITO_6,6,
4,47,15,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Mendez Arcos,SAN_PEDRO_ALTO,DISTRITO_21,8,
1,155,0,62,0,4,66,40.00%,0.00%,2.58%,42.58%,Cancha Deportiva Bella Vista,BELLA_VISTA,DISTRITO_16,7,
1,196,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Genoveva Rios,SAN_ANTONIO_ALTO,DISTRITO_8,6,
1,189,52,62,2,10,74,32.80%,1.06%,5.29%,39.15%,Colegio Topater,PAMPAHASI_ALTO,DISTRITO_9,7,
3,75,32,30,0,2,32,40.00%,0.00%,2.67%,42.67%,Cancha Deportiva Bella Vista,BELLA_VISTA,DISTRITO_16,7,
2,156,57,49,3,4,56,31.41%,1.92%,2.56%,35.90%,Cancha Deportiva Bella Vista,BELLA_VISTA,DISTRITO_16,7,
2,183,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Genoveva Rios,SAN_ANTONIO_ALTO,DISTRITO_8,6,
3,197,73,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Genoveva Rios,SAN_ANTONIO_ALTO,DISTRITO_8,6,
2,203,76,71,1,4,76,34.98%,0.49%,1.97%,37.44%,Colegio Topater,PAMPAHASI_ALTO,DISTRITO_9,7,
3,196,86,78,1,7,86,39.80%,0.51%,3.57%,43.88%,Colegio Topater,PAMPAHASI_ALTO,DISTRITO_9,7,
4,182,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Genoveva Rios,SAN_ANTONIO_ALTO,DISTRITO_8,6,
5,172,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Genoveva Rios,SAN_ANTONIO_ALTO,DISTRITO_8,6,
1,169,72,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
1,179,62,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tacagua),TACAGUA,DISTRITO_19,8,
3,171,25,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
4,155,70,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
5,180,72,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
6,138,66,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
4,34,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tacagua),TACAGUA,DISTRITO_19,8,
3,173,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tacagua),TACAGUA,DISTRITO_19,8,
2,173,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tacagua),TACAGUA,DISTRITO_19,8,
1,218,0,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. El Pedregal (Urb. Pedregal),ROSALES,DISTRITO_14,7,
1,178,65,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Litoral A,ALTO_ACHACHICALA,DISTRITO_1,9,
2,168,64,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Litoral A,ALTO_ACHACHICALA,DISTRITO_1,9,
3,164,61,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Litoral A,ALTO_ACHACHICALA,DISTRITO_1,9,
1,157,0,52,3,14,69,33.12%,1.91%,8.92%,43.95%,Colegio Bolivar,SAN_PEDRO_BAJO,DISTRITO_21,8,
2,184,68,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Martin,SAN_ANTONIO_BAJO,DISTRITO_8,6,
2,105,0,48,1,6,55,45.71%,0.95%,5.71%,52.38%,Colegio Bolivar,SAN_PEDRO_BAJO,DISTRITO_21,8,
1,181,73,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social Pura Pura,PURA_PURA,DISTRITO_29,9,
2,182,67,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social Pura Pura,PURA_PURA,DISTRITO_29,9,
2,164,38,61,0,6,67,37.20%,0.00%,3.66%,40.85%,Colegio Antonio Diaz Villamil,ZONA_NORTE,DISTRITO_3,9,
4,58,25,23,1,1,25,39.66%,1.72%,1.72%,43.10%,Colegio Antonio Diaz Villamil,ZONA_NORTE,DISTRITO_3,9,
1,170,62,71,0,12,83,41.76%,0.00%,7.06%,48.82%,Colegio Antonio Diaz Villamil,ZONA_NORTE,DISTRITO_3,9,
3,158,51,56,2,8,66,35.44%,1.27%,5.06%,41.77%,Colegio Antonio Diaz Villamil,ZONA_NORTE,DISTRITO_3,9,
1,142,61,52,3,6,61,36.62%,2.11%,4.23%,42.96%,Col. Gregorio Reynolds,SOPOCACHI_BAJO,DISTRITO_17,8,
2,143,77,65,2,10,77,45.45%,1.40%,6.99%,53.85%,Colegio Amoretti,SOPOCACHI_BAJO,DISTRITO_17,8,
1,152,0,47,1,11,59,30.92%,0.66%,7.24%,38.82%,Colegio Amoretti,SOPOCACHI_BAJO,DISTRITO_17,8,
3,39,0,12,0,2,14,30.77%,0.00%,5.13%,35.90%,Colegio Amoretti,SOPOCACHI_BAJO,DISTRITO_17,8,
3,179,71,59,4,8,71,32.96%,2.23%,4.47%,39.66%,Col. Gregorio Reynolds,SOPOCACHI_BAJO,DISTRITO_17,8,
2,169,72,58,2,12,72,34.32%,1.18%,7.10%,42.60%,Col. Gregorio Reynolds,SOPOCACHI_BAJO,DISTRITO_17,8,
2,71,0,,,,0,0.00%,0.00%,0.00%,0.00%,Unid. Educ. Hugo Banzer Suarez,TEMBLADERANI20,DISTRITO_20,8,
1,171,0,,,,0,0.00%,0.00%,0.00%,0.00%,Unid. Educ. Hugo Banzer Suarez,TEMBLADERANI20,DISTRITO_20,8,
1,139,47,38,4,5,47,27.34%,2.88%,3.60%,33.81%,Col. Herschell,OBRAJES,DISTRITO_16,7,
2,132,58,46,5,7,58,34.85%,3.79%,5.30%,43.94%,Col. Herschell,OBRAJES,DISTRITO_16,7,
4,105,52,46,0,6,52,43.81%,0.00%,5.71%,49.52%,Col. Herschell,OBRAJES,DISTRITO_16,7,
2,92,34,30,1,3,34,32.61%,1.09%,3.26%,36.96%,Col. Nacional Ayacucho,ZONA_CENTRAL,DISTRITO_3,9,
1,157,72,62,4,6,72,39.49%,2.55%,3.82%,45.86%,Col. Nacional Ayacucho,ZONA_CENTRAL,DISTRITO_3,9,
3,139,62,53,3,6,62,38.13%,2.16%,4.32%,44.60%,Col. Herschell,OBRAJES,DISTRITO_16,7,
1,179,0,63,3,3,69,35.20%,1.68%,1.68%,38.55%,Colegio Simon Rodriguez,VILLA_FATIMA,DISTRITO_6,6,
4,107,0,37,4,4,45,34.58%,3.74%,3.74%,42.06%,Colegio Simon Rodriguez,VILLA_FATIMA,DISTRITO_6,6,
2,195,0,60,1,12,73,30.77%,0.51%,6.15%,37.44%,Colegio Simon Rodriguez,VILLA_FATIMA,DISTRITO_6,6,
3,179,0,63,1,4,68,35.20%,0.56%,2.23%,37.99%,Colegio Simon Rodriguez,VILLA_FATIMA,DISTRITO_6,6,
2,26,0,,,,0,0.00%,0.00%,0.00%,0.00%,Liceo La Paz,BELLO_HORIZONTE,DISTRITO_21,8,
1,146,0,,,,0,0.00%,0.00%,0.00%,0.00%,Liceo La Paz,BELLO_HORIZONTE,DISTRITO_21,8,
2,69,32,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Eloy Alvarez Plata,PURA_PURA,DISTRITO_29,9,
1,197,61,,,,0,0.00%,0.00%,0.00%,0.00%,Unid. Educ. Joaquin Hernann,APAÃA,DISTRITO_14,7,
1,145,58,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Eloy Alvarez Plata,PURA_PURA,DISTRITO_29,9,
1,168,64,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Educacional Luis  Ernest,ALTO_ACHACHICALA,DISTRITO_1,9,
1,157,65,53,3,14,70,33.76%,1.91%,8.92%,44.59%,Colegio Canadiense,SAN_PEDRO_BAJO,DISTRITO_21,8,
2,89,36,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Educacional Luis  Ernest,ALTO_ACHACHICALA,DISTRITO_1,9,
2,28,13,10,0,3,13,35.71%,0.00%,10.71%,46.43%,Colegio Canadiense,SAN_PEDRO_BAJO,DISTRITO_21,8,
1,95,21,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. San Miguel,LADRILLERAS,DISTRITO_18,8,
1,152,72,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela 6 de Agosto,SAN_ANTONIO_BAJO,DISTRITO_8,6,
3,35,18,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela 6 de Agosto,SAN_ANTONIO_BAJO,DISTRITO_8,6,
1,189,70,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Alto Tembladerani,TACAGUA,DISTRITO_19,8,
2,34,13,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Alto Tembladerani,TACAGUA,DISTRITO_19,8,
1,170,61,51,1,9,61,30.00%,0.59%,5.29%,35.88%,Centro de Capacitacion Inti Paxsi,MALLASILLA,DISTRITO_15,7,
1,177,60,54,3,3,60,30.51%,1.69%,1.69%,33.90%,Esc. Alfredo Vargas,MIRAFLORES_ALTO,DISTRITO_5,6,
2,160,74,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela 6 de Agosto,SAN_ANTONIO_BAJO,DISTRITO_8,6,
3,164,72,67,0,7,74,40.85%,0.00%,4.27%,45.12%,Esc. Alfredo Vargas,MIRAFLORES_ALTO,DISTRITO_5,6,
2,180,67,58,4,7,69,32.22%,2.22%,3.89%,38.33%,Esc. Alfredo Vargas,MIRAFLORES_ALTO,DISTRITO_5,6,
4,170,67,56,3,8,67,32.94%,1.76%,4.71%,39.41%,Esc. Alfredo Vargas,MIRAFLORES_ALTO,DISTRITO_5,6,
5,92,34,28,2,4,34,30.43%,2.17%,4.35%,36.96%,Esc. Alfredo Vargas,MIRAFLORES_ALTO,DISTRITO_5,6,
1,193,0,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social de Cusicancha,CUSICANCHA,DISTRITO_27,9,
2,66,0,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social de Cusicancha,CUSICANCHA,DISTRITO_27,9,
1,170,0,58,4,7,69,34.12%,2.35%,4.12%,40.59%,Esc. Alcides Arguedas,SAN_PEDRO_ALTO,DISTRITO_21,8,
1,167,0,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social Villa Litoral,VILLA_LITORAL,DISTRITO_8,6,
1,160,62,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Republica de China,VILLA_PABON,DISTRITO_3,9,
1,174,77,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Fabril 18 de Mayo (Callampaya),CALLAMPAYA,DISTRITO_26,9,
1,148,62,51,1,10,62,34.46%,0.68%,6.76%,41.89%,Complejo Deportivo Camiri,VILLA_FATIMA,DISTRITO_6,6,
2,143,56,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Republica de China,VILLA_PABON,DISTRITO_3,9,
3,150,47,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Republica de China,VILLA_PABON,DISTRITO_3,9,
2,194,65,61,3,6,70,31.44%,1.55%,3.09%,36.08%,Complejo Deportivo Camiri,VILLA_FATIMA,DISTRITO_6,6,
1,129,63,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Ecuador,SOPOCACHI_BAJO,DISTRITO_17,8,
2,129,64,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Ecuador,SOPOCACHI_BAJO,DISTRITO_17,8,
2,56,23,19,1,3,23,33.93%,1.79%,5.36%,41.07%,Col. Santa Ana,ZONA_CENTRAL,DISTRITO_3,9,
1,161,61,,,,0,0.00%,0.00%,0.00%,0.00%,Kinder Nazario Pardo,SOPOCACHI_BAJO,DISTRITO_17,8,
1,173,83,70,6,7,83,40.46%,3.47%,4.05%,47.98%,Col. Santa Ana,ZONA_CENTRAL,DISTRITO_3,9,
1,173,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Ciudad Del Niño,CIUDAD_DEL_NIÃO,DISTRITO_9,7,
3,29,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Ciudad Del Niño,CIUDAD_DEL_NIÃO,DISTRITO_9,7,
2,135,40,,,,0,0.00%,0.00%,0.00%,0.00%,Kinder Nazario Pardo,SOPOCACHI_BAJO,DISTRITO_17,8,
1,180,67,,,,0,0.00%,0.00%,0.00%,0.00%,Unid. Educ. Jorge Vargas,LLOJETA_CENTRAL,DISTRITO_18,8,
2,160,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Ciudad Del Niño,CIUDAD_DEL_NIÃO,DISTRITO_9,7,
2,206,0,,,,0,0.00%,0.00%,0.00%,0.00%,Unid. Educ. Jorge Vargas,LLOJETA_CENTRAL,DISTRITO_18,8,
1,142,60,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Victor Paz Estensoro,ALTO_IRPAVI,DISTRITO_11,7,
3,61,30,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Victor Paz Estensoro,ALTO_IRPAVI,DISTRITO_11,7,
2,34,14,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela John F. Kennedy,LA_ZARZUELA,DISTRITO_2,9,
1,163,57,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela John F. Kennedy,LA_ZARZUELA,DISTRITO_2,9,
2,136,58,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Victor Paz Estensoro,ALTO_IRPAVI,DISTRITO_11,7,
1,106,45,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Mcal Santa Cruz,ROSARIO,DISTRITO_22,8,
2,114,24,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Abraham Reyes (Fe y Alegria),ALTO_LA_PORTADA,DISTRITO_27,9,
1,193,50,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Abraham Reyes (Fe y Alegria),ALTO_LA_PORTADA,DISTRITO_27,9,
2,163,68,59,1,8,68,36.20%,0.61%,4.91%,41.72%,Col. Caracas,ARMANDO_ESCOBAR_URIA,DISTRITO_8,6,
1,185,79,72,2,4,78,38.92%,1.08%,2.16%,42.16%,Col. Caracas,ARMANDO_ESCOBAR_URIA,DISTRITO_8,6,
1,114,38,31,3,4,38,27.19%,2.63%,3.51%,33.33%,Colegio San Ignacio,SEGUENCOMA_BAJO,DISTRITO_16,7,
3,28,11,8,0,3,11,28.57%,0.00%,10.71%,39.29%,Colegio San Ignacio,SEGUENCOMA_BAJO,DISTRITO_16,7,
2,129,36,25,1,10,36,19.38%,0.78%,7.75%,27.91%,Colegio San Ignacio,SEGUENCOMA_BAJO,DISTRITO_16,7,
1,162,70,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Mscal. Antonio Jose De Sucre,CHICANI,DISTRITO_9,7,
1,190,92,80,3,9,92,42.11%,1.58%,4.74%,48.42%,Esc. Abraham Lincoln,LA_ZARZUELA,DISTRITO_2,9,
2,160,67,56,3,6,65,35.00%,1.88%,3.75%,40.63%,Esc. Abraham Lincoln,LA_ZARZUELA,DISTRITO_2,9,
3,180,75,64,4,6,74,35.56%,2.22%,3.33%,41.11%,Esc. Abraham Lincoln,LA_ZARZUELA,DISTRITO_2,9,
1,172,50,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Betesta,ROSALES,DISTRITO_14,7,
1,38,0,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Villa Harca,CAMSIQUE,DISTRITO_ZONGO,7,
1,31,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Mscal Andres De Santa Cruz,CHORO,DISTRITO_ZONGO,7,
2,186,64,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Betesta,ROSALES,DISTRITO_14,7,
1,95,45,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Rosario (Urb. El Rosario),SEGUENCOMA_ALTO,DISTRITO_16,7,
1,168,0,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Jupapina,JUPAPINA,DISTRITO_15,7,
2,44,14,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Mallasa,MALLASA,DISTRITO_15,7,
1,100,38,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Alonzo De Mendoza,MIRAFLORES,DISTRITO_4,6,
1,166,61,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Mallasa,MALLASA,DISTRITO_15,7,
1,151,64,,,,0,0.00%,0.00%,0.00%,0.00%,Liceo Bolivia,SOPOCACHI_ALTO,DISTRITO_21,8,
2,81,31,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Limanipata 10 De Junio,LIMANIPATA,DISTRITO_1,9,
1,178,73,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Piloto Naciones Unidas,MIRAFLORES,DISTRITO_4,6,
1,175,55,62,4,5,71,35.43%,2.29%,2.86%,40.57%,Colegio Delia Gambarte,PAMPAHASI_BAJO,DISTRITO_9,7,
2,78,21,17,2,2,21,21.79%,2.56%,2.56%,26.92%,Colegio Delia Gambarte,PAMPAHASI_BAJO,DISTRITO_9,7,
1,170,63,,,,0,0.00%,0.00%,0.00%,0.00%,U. E. Andina,VILLA_EL_CARMEN,DISTRITO_6,6,
1,5,1,0,0,1,1,0.00%,0.00%,20.00%,20.00%,(Cárcel) C.O.F. Miraflores,MIRAFLORES,DISTRITO_4,6,
1,173,76,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Limanipata 10 De Junio,LIMANIPATA,DISTRITO_1,9,
1,22,2,2,0,20,22,9.09%,0.00%,90.91%,100.00%,(Cárcel) C.O.F. Obrajes,OBRAJES,DISTRITO_16,7,
1,51,16,16,0,0,16,31.37%,0.00%,0.00%,31.37%,C. E. Adventista Bello Horizonte,SAN_PEDRO_ALTO,DISTRITO_21,8,
2,143,55,,,,0,0.00%,0.00%,0.00%,0.00%,U. E. Andina,VILLA_EL_CARMEN,DISTRITO_6,6,
1,42,15,,,,0,0.00%,0.00%,0.00%,0.00%,Seminario Nazareno,ARANJUEZ,DISTRITO_15,7,
1,167,73,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela 13 de Junio Chinchaya,CHINCHAYA,DISTRITO_9,7,
1,152,0,74,3,7,84,48.68%,1.97%,4.61%,55.26%,Coop. Educacional San Marcos Ltda.,SANTA_BARBARA,DISTRITO_3,9,
1,112,37,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Junta Vecinal,SAN_ANTONIO_BAJO,DISTRITO_8,6,
1,151,37,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Filadelfia,EL_TEJAR,DISTRITO_25,9,
1,79,0,,,,0,0.00%,0.00%,0.00%,0.00%,Sede Social Carpani,HAMPATURI,DISTRITO_HAMPATURI,7,
1,34,16,,,,0,0.00%,0.00%,0.00%,0.00%,U.E. Gran Bretaña,ALTO_OBRAJES,DISTRITO_10,7,
1,137,59,,,,0,0.00%,0.00%,0.00%,0.00%,Facultad de Tecnologia (U.M.S.A),KANTUTANI_SAN_JORGE,DISTRITO_17,8,
1,189,69,63,0,5,68,33.33%,0.00%,2.65%,35.98%,Colegio Italia (Bajo Mariscal),BAJO_MARISCAL_SANTA_CRUZ,DISTRITO_26,9,
1,158,53,53,3,1,57,33.54%,1.90%,0.63%,36.08%,Colegio Villarroel (Rosario),ROSARIO,DISTRITO_22,8,
2,80,43,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Fabril 18 de Mayo (Pura Pura),PURA_PURA,DISTRITO_29,9,
2,126,0,38,6,3,47,30.16%,4.76%,2.38%,37.30%,Colegio Villarroel (Rosario),ROSARIO,DISTRITO_22,8,
1,157,74,,,,0,0.00%,0.00%,0.00%,0.00%,Unidad Educativa Fabril 18 de Mayo (Pura Pura),PURA_PURA,DISTRITO_29,9,
1,185,40,54,1,5,60,29.19%,0.54%,2.70%,32.43%,Colegio Holanda (El Tejar),EL_TEJAR,DISTRITO_25,9,
2,179,65,57,4,4,65,31.84%,2.23%,2.23%,36.31%,Colegio Holanda (El Tejar),EL_TEJAR,DISTRITO_25,9,
1,179,0,45,3,15,63,25.14%,1.68%,8.38%,35.20%,Colegio Max Toledo (Bajo Mariscal),BAJO_MARISCAL_SANTA_CRUZ,DISTRITO_26,9,
3,44,0,15,0,2,17,34.09%,0.00%,4.55%,38.64%,Colegio Max Toledo (Bajo Mariscal),BAJO_MARISCAL_SANTA_CRUZ,DISTRITO_26,9,
1,65,0,,,,0,0.00%,0.00%,0.00%,0.00%,Tecnico Ayacucho (San Juan),SAN_JUAN_DE_LAZARETO,DISTRITO_5,6,
3,174,55,48,1,6,55,27.59%,0.57%,3.45%,31.61%,Colegio Holanda (El Tejar),EL_TEJAR,DISTRITO_25,9,
4,190,47,54,1,2,57,28.42%,0.53%,1.05%,30.00%,Colegio Holanda (El Tejar),EL_TEJAR,DISTRITO_25,9,
2,184,0,69,4,10,83,37.50%,2.17%,5.43%,45.11%,Colegio Max Toledo (Bajo Mariscal),BAJO_MARISCAL_SANTA_CRUZ,DISTRITO_26,9,
1,189,0,57,5,8,70,30.16%,2.65%,4.23%,37.04%,Cancha Deportiva San Antonio Alto,SAN_ANTONIO_ALTO,DISTRITO_22,8,
2,98,0,25,3,2,30,25.51%,3.06%,2.04%,30.61%,Cancha Deportiva San Antonio Alto,SAN_ANTONIO_ALTO,DISTRITO_8,6,
1,149,0,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Americano (Bello Horizonte),BELLO_HORIZONTE,DISTRITO_21,8,
2,52,25,,,,0,0.00%,0.00%,0.00%,0.00%,Instituto Americano (Bello Horizonte),BELLO_HORIZONTE,DISTRITO_21,8,
3,55,0,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tembladerani 19),TEMBLADERANI19,DISTRITO_19,8,
1,181,68,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tembladerani 19),TEMBLADERANI19,DISTRITO_19,8,
2,191,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
2,175,60,,,,0,0.00%,0.00%,0.00%,0.00%,Escuela Republica de Japon (Tembladerani 19),TEMBLADERANI19,DISTRITO_19,8,
3,187,49,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
4,181,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
1,193,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
5,189,24,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
6,155,0,,,,0,0.00%,0.00%,0.00%,0.00%,Esc. Club De Leones (El Tejar),EL_TEJAR,DISTRITO_25,9,
